,idx,trans_txt
1978,2031,X 챌린저스 앱은 건강한 습관을 만들기 위해 꾸준한 실천이 중요하고 어려운 것을 알려주는 앱입니다.
1979,2032,많은 사람들은 처음에는 잘 시작하지만 중간에 막히면서 운동 효과를 누리지 못하거나 계획을 따르지 못하는 경우가 많습니다.
1980,2033,챌린저스 앱은 이런 경우에 도움이 됩니다.
1981,2034,이 앱은 목표 달성 앱으로 인기가 많은 것을 이미 알려져 있다.
1982,2035,참가자들이 동일한 목표를 가지고 여러 활동에 참여하며 원하는 금액을 걸 수 있는 시스템입니다.
1983,2036,"만약 성공률이 85% 이상이라면 참가비를 완전히 돌려받을 수 있으며, 100% 성공 시에는 참가비와 추가 상금까지 받게 되므로, 개인의 동기부여에 도움이 되며, 목표를 달성하는 데 있어 혼자라도 포기하지 않고 성공할 수 있습니다."
1984,2037,확인한 뒤 적합한 챌린지에 참여하도록 도와드릴게요!
1985,2038,"동기부여가 필요한 참가자들을 함께하는 과정에서, 초심을 잃고 느슨해지는 경우에 동기를 되찾도록 지원해드릴 수 있습니다."
1986,2039,"개설하고자 하는 챌린지 목표가 없을 경우, 고객님이 직접 도전할 수 있습니다."
1987,2040,구장에 편하게 모일 사람들을 찾습니다!
1988,2041,"안녕하세요! 만약 혼자서 할 수 없는 운동이 있다면, X 플랩풋볼의 홈페이지에서 함께 할 수 있는 동료들을 찾아보세요."
1989,2042,만약 오운완을 달성하는 것이 좋아하는 운동으로 한다면 어떨까요?
1990,2043,"친구들과 함께 운동하기 어렵다면, 최근에 축구, 풋살 등을 즐길 수 있는 플랩풋볼 사이트, 아이엠 그라운드 앱에서 팀을 매칭해 보세요! 이제 편리하게 인원을 모을 수 있어요."
1991,2044,저는 플랩풋볼 경기와 구장을 거주하고 있는 동네를 기반으로 알려드리는 고객 친화적인 도우미입니다.
1992,2045,원하는 시간과 장소를 선택하여 경기를 진행하실 수 있습니다.
1993,2046,"플랫폼을 통해 축구를 즐길 때, 구장 예약이나 경기 인원 조율과 같은 번거로움은 없어요."
1994,2047,"We can help you form teams for participating in the event, whether you want to team up with unfamiliar people or with your acquaintances, and our dedicated manager will coordinate based on individual skills."
1995,2048,원하는 사람과 함께 팀을 짜고 지인이나 친구들과 함께 팀워크를 갖추며 운동할 수 있어요.
1996,2049,"많은 사람들이 코로나19 확진자 수가 감소함에 따라 위중증 증상을 보이지 않을 경우, 집에서 셀프 치료를 하는 경향이 늘어났습니다."
1997,2050,"코로나19 증상에 따라 필요한 상비약, 치료제, 대처 방법과 응급상황 대처법을 확인해보세요."
1998,2051,코로나19 확진은 더 이상 위험하지 않습니다.
1999,2052,최근에는 COVID-19 확진자 수가 크게 감소하고 있습니다.
2000,2053,신규 확진자 수의 지속적인 감소로 인해 코로나19에 대한 경각심이 크게 덜어졌습니다.
2001,2054,"60세 이상이거나 기저질환 또는 면역 저하를 가진 사람들에게는 여전히 위험한 감염병이며, 증상이 나타날 경우 충분한 휴식과 적절한 치료가 필요합니다."
2002,2055,코로나19 확진시 자가치료 및 응급 상황 대처 방법을 알아보세요.
2003,2056,어떻게 코로나19를 스스로 치료할 수 있을까요?
2004,2057,"코로나19 치료 시스템은 상황에 따라 여러 번 변화하면서 확진자와 위중증, 중증환자를 위한 의료체계 대응 능력을 향상시키고 있습니다."
2005,2058,'현재는 코로나19 의심 증상시 병·의원 방문 후 양성일 경우 재택 치료가 이루어집니다.'
2006,2059,"자가격리 중에는 필요한 준비물을 구비해 두는 것이 좋아요, 이를 위해 재택 치료 기간 동안 재택치료가 의무인거 알고 계셔야 해요."
2007,2060,"자가격리 기간 동안 몸의 상태를 자세히 확인하고 셀프 치료를 하고, 격리 종료 후 자가검사로 확인한 후 일상 생활로 돌아갈 수 있습니다."
2008,2061,"우리는 먼저 재택 셀프 치료 기간과 자가격리 종료 후 머문 공간의 청소와 소독을 철저하게 진행하며, 또한 자주 환기시키도록 최선을 다하고 있습니다."
2009,2062,물을 많이 마시고 충분한 휴식을 취하는 것도 중요해요.
2010,2063,어떤 증상에 맞는 치료 약을 찾아보시겠어요?
2011,2064,코로나19에 감염되면 주로 인후통과 발열이 나타납니다.
2012,2065,"인후통은 염증으로 인해 목에 염증이 생기고, 침을 삼키는 것이 힘든 상태를 말합니다. 소염진통제를 복용하면 염증을 완화시킬 수 있어요."
2013,2066,"고객님은 이부프로펜 및 덱시부프로펜과 같은 소염진통제를 통하여 통증을 완화하시고, 통증이 심할 경우에는 나프록센 계열의 소염진통제를 복용하시는 것이 좋습니다."
2014,2067,"발열이 있을 때는 아세트아미노펜, 이부프로펜, 덱시부프로펜 성분이 포함된 약을 복용하는 것이 좋습니다."
2015,2069,"다양한 증상이 동시에 나타날 경우, 전문가와 상담하여 약을 복용해야합니다."
2016,2070,만약 응급상황이 발생하면 저희가 도움을 드릴 수 있습니다.
2017,2071,"If an emergency occurs, please discontinue remote treatment and contact 119 immediately."
2018,2072,"재택 치료 시 응급상황을 판단하기 어려움을 겪을 수 있으므로, 응급상황 체크리스트를 확인하여 필요한 경우 신속하게 조치하십시오."
2019,2074,"자가 격리 기간 동안 별도의 검사 없이 자가 격리가 자동으로 해제되며, 이후 7일 동안에는 자택에서 치료를 진행하실 수 있습니다."
2020,2075,"동거인 중 접종이 완료되지 않은 사람은 7일 동안 자가격리해야하지만, 접종이 완료된 사람은 격리가 필요하지 않고 7일간 수동 감시를 받습니다."
2021,2076,"""접종완료자는 2차 접종 후 14~90일이 지난 사람들, 3차 접종을 받은 사람들, 그리고 2차 접종 후 코로나19로 확진된 사람들을 포함합니다."""
2022,2077,"동거인은 확진자와 다른 조건에서 해제되는 경우, 6~7일 후 1회 PCR 검사 결과가 음성이 되어야 해제됩니다. 주의해주세요."
2023,2078,"일반 관리군은 의료기관의 모니터링을 받지 않고, 집중 관리군은 2회의 모니터링을 받습니다."
2024,2079,"재택치료를 받는 분들은 진료 후에 외출은 가능하지만, 생필품 구매 등은 최대한 온라인으로 하시는 것이 좋습니다."
2025,2080,노령층과 가족들도 온라인상에서 제품을 쉽게 구매할 수 있도록 도와드리겠습니다.
2026,2081,"만약 지인을 통한 대리 구매가 어려운 경우, 관할 지자체 또는 보건소에 도움을 요청할 수 있습니다."
2027,2082,동거인은 1일 2시간 내에 직접 대면진료 및 의약품을 구매할 수 있습니다.
2028,2083,"외출 시에는 KF94 마스크를 착용하고 도보, 개인차량 또는 방역 택시를 이용하여 수령 및 식료품 구매 등의 일을 할 수 있습니다."
2029,2084,"재택치료가 끝나면, 확진자의 폐기물을 완전히 소독한 후에 배출해야 합니다. 더 나은 환경을 위해 도움드리고 싶습니다."
2030,2085,"재택치료에 대해 궁금한 사항이 있을 때는, 지자체별로 운영 중인 '재택치료 행정안내센터'에 문의하면 생활 안내, 의료기관 이용 방법, 격리기간과 해제 기간 등의 궁금한 사항을 친절하게 안내받을 수 있습니다."
2031,2086,"문의하실 내용이 있으시면, 관할 보건소에서 확진환자에게 문자로 안내되는 안내센터 전화번호를 찾아보시고, 기타 궁금한 사항은 질병관리청에 문의해보세요! QR코드를 확인해보세요."
2032,2087,"만약 응급상황이 생기면, 어떻게 조치를 취해야 할까요?"
2033,2088,즉시 응급처치가 필요한 상황이라면 119에 신고하여 도움을 요청해야 합니다.
2034,2089,커피 한잔의 여유는 정신없는 일상에서도 힐링타임을 신경쓰는 소중한 시간입니다.
2035,2090,"봄을 즐기기에 딱인 날, 향기로운 커피 한 모금과 아름다운 봄 풍경은 지친 마음과 몸에 활력을 불어넣어줍니다."
2036,2091,"커피는 다양한 종류로 맛, 향, 효능이 각각 다르니까 고객들한테 맞춤형으로 추천해드릴게요!"
2037,2092,커피를 어떻게 마시면 좋을지와 건강을 챙기는 방법에 대해 알아봅시다.
2038,2093,"매일 마시는 커피는 예상보다 다양한 성분과 효능을 가지고 있어요, 고객님."
2039,2094,"커피 한 컵에 들어있는 폴리페놀의 양은 오렌지 3개와 동일하여, 노화를 방지하는 대표적인 항산화 성분입니다!"
2040,2095,"카페인은 기관지를 확장시켜 호흡을 편하게 해주고, 호흡기관의 근육 피로를 줄이는데 도움을 줍니다."
2041,2096,"카페에서는 다양한 효과를 가진 커피를 마실 수 있는데, 나에게 맞는 메뉴를 잘 선택하면 커피 한잔으로 여유와 건강을 즐길 수 있어요."
2042,2097,"드립 커피는 사람이 직접 드리퍼를 사용하여 내리는 커피로, 카페인으로 인한 각성 효과가 있어요."
2043,2098,"만약 로스팅 원두를 파우더 형태로 갈아 거름 종이에 넣고 뜨거운 물을 부어 내린다면, 간편하게 드립 커피를 즐기실 수 있습니다."
2044,2099,"드립 커피는 커피가 추출되는 동안 향을 즐기기에 좋지만, 카페인 함량이 높아지는 것을 고려하여 카페인에 예민한 사람은 주의하여 마셔야합니다."
2045,2100,고객님들께 유익한 조언 중 하나는 물의 온도가 높을수록 커피에 함유된 카페인 함량이 증가한다는 점입니다.
2046,2101,에스프레소는 짧은 시간 동안 압축된 공기를 통해 진하고 향긋한 커피를 추출해낸다.
2047,2102,이 형태는 매우 작은 잔에 진한 농축액을 담는 것입니다.
2048,2103,"처음으로 즐기는 사람들에게는 진한 이탈리아식 커피의 맛을 제대로 즐기기 어려울 수 있지만, 고객들을 위해 더 다가갈 수 있는 맛이에요."
2049,2104,드립 커피와 비교하여 추출 시간이 짧은 에스프레소는 진한 맛보다는 카페인 함량이 높지 않습니다.
2050,2105,한 번 마셔보는 걸 추천해! 아메리카노나 카페라떼처럼 다양한 커피의 기본 베이스가 되는 커피야.
2051,2106,아메리카노는 칼로리와 카페인 함량이 낮은 카페 음료입니다!
2052,2107,커피 아메리카노는 많은 사람들이 선호하는 다이어트 효과가 있는 음료입니다.
2053,2108,"이러한 이유로 인해 '아아', '얼죽아'와 같은 유행어도 많이 사용되고 있습니다."
2054,2109,아메리카노는 미국에서 시작된 연한 커피를 즐기기 위해 적당량의 뜨거운 물을 섞는 방식으로 유명해진 이름입니다.
2055,2110,"에스프레소의 맛은 원두와 물의 양에 따라 달라지는데, 이는 바리스타의 손맛을 많이 느낄 수 있는 커피로 유명합니다."
2056,2111,"만약 당신이 커피 초보자라면, 연하게부터 시작해서 도전해보는 것이 좋을 것입니다."
2057,2112,카페라떼는 이탈리아어로 밀크커피를 의미합니다. 이 조합은 변비 예방에 효과가 있습니다.
2058,2113,에스프레소에 따뜻한 우유를 넣어 부드럽게 만든 것은 유럽에서 즐겨 마시는 아침식사의 특징입니다.
2059,2115,"라떼를 마신 후 우유로 인해 불편한 경우, 소이라떼에 두유를 사용하거나 최근에는 락토프리 우유를 제공하는 카페도 있으니 참고해보세요."
2060,2116,카라멜 마끼아또는 달달한 카라멜이 주는 우울증을 감소시키는 효과가 있어요.
2061,2117,"우선 바닐라 시럽이 들어간 라떼에, 따뜻하게 데운 우유와 풍성한 우유거품을 올린 뒤 에스프레소 샷을 넣고, 위에 카라멜을 이름 값만큼 뿌려서 만들어드립니다."
2062,2118,"물론, 단맛이 다른 메뉴들보다 강조되어요."
2063,2119,주의해서 마셔야 할 음료는 당뇨나 성인병 등의 우려가 있는 경우가 있습니다.
2064,2120,"카페 마끼아또 메뉴에는 에스프레소 위에 한 스푼의 밀크폼만 올려진 별도의 옵션이 있으니, 주문 시 혼동하지 않고 선택할 수 있습니다."
2065,2121,예상치 못한 주문 실수로 인해 매우 쓴 커피를 드실 수도 있습니다.
2066,2122,더치커피 또는 콜드브루는 찬물 또는 상온의 물로 우려낸 커피를 카페인으로 인해 이뇨 작용을 유도할 수 있는 커피입니다.
2067,2123,이 시원한 차가운 커피는 보통 3~12시간 동안 우려내어 드시는 커피입니다.
