,idx,txt,trans_txt
957,959,답답했는데 잘 됐다는 사람과 아직 코로나19가 종식되지 않았는데 마스크를 벗어도 될지 반신반의하는 사람들.,몇몇은 만족하고 있지만 아직 코로나19가 완전히 없어진 것은 아니므로 마스크를 벗는 것에 대해 의문을 가진 사람들도 있습니다.
958,960,"또 한편으로는 그래서 도대체 어디에서 마스크를 벗어도 되고, 꼭 써야 하는지 혼란스러워하는 사람들도 많다.",마스크를 벗어도 되는 곳과 꼭 써야 하는 곳에 대해 혼란을 겪는 분들도 많으셔서 이해합니다.
959,961,무조건 해제가 아닌 권고 사항이라 여전히 마스크를 꼭 써야 할 장소가 남아있기 때문이다.,"마스크를 계속해서 착용해야 하는 장소가 남아있으므로, 권고 사항을 따라주시길 바랍니다."
960,962,코로나19가 아직 남아있는 상황에서 마스크는 여전히 챙겨야 할 상비품임을 잊지 말자.,코로나19가 아직 남아있으니 마스크는 여전히 필요한 상품입니다.
961,964,실내 마스크 의무 착용이 권고로 바뀌면서 가장 혼란스러운 곳은 역시 다수의 사람이 이용하는 대중교통이다.,"대중교통은 가장 혼란스러운 곳으로, 실내 마스크 착용이 권고로 변경되는 경우 고객들에게 불편을 느낄 수 있습니다."
962,965,"먼저, 지하철역, 기차역, 버스터미널 등은 착용 의무가 없다.","지하철역, 기차역, 버스터미널 등에는 착용 의무가 없습니다."
963,966,하지만 이러한 대중교통을 탑승할 때는 밀폐된 공간이므로 마스크 의무 착용이 유지되니 반드시 마스크를 착용해야 한다.,대중교통을 이용하실 때 마스크를 착용하는 것은 반드시 필요합니다.
964,967,한마디로 지하철을 타러 갈 때 역 밖에서부터 개찰구를 지나 지하철을 기다리는 동안은 마스크를 쓰지 않아도 되지만 지하철이 도착해 탑승할 때는 마스크를 써야 한다는 말이다.,"지하철을 탈 때 역 밖에서부터 개찰구를 지나 지하철을 기다릴 때에는 마스크를 착용할 필요는 없지만, 지하철이 도착하여 탑승할 때에는 마스크를 착용해야 합니다."
965,968,버스도 마찬가지다.,버스도 마찬가지입니다.
966,969,정류장이나 터미널에서 버스를 기다리는 동안은 마스크를 벗고 있어도 되지만 버스에 탑승하는 순간부터는 다시 마스크를 써야 한다.,"버스를 기다리는 동안은 마스크를 벗을 수 있지만, 버스에 탑승할 때 다시 마스크를 착용해야 합니다."
967,970,택시도 마스크를 착용하지 않으면 탑승할 수 없다.,고객님께서는 택시에 탑승하실 때는 반드시 마스크를 착용하셔야 합니다.
968,971,"그 외에도 이제 영화관이나 헬스장, 교실, 대형마트, 백화점 등에서도 특별한 예외 상황이 아니고서는 마스크를 쓰지 않아도 된다.","영화관, 헬스장, 교실, 대형마트, 백화점 등을 제외한 일반적인 상황에서는 마스크를 착용하지 않아도 됩니다."
969,972,실내 마스크 의무 착용이 아닌 곳asd 학교?,학교는 실내 마스크 착용 의무가 아닌 곳입니다.
970,973,"어린이집 등 교실실내 체육관 체육수업마스크 착용 의무시설 외 일반 헬스장asd 국내 공연장, 영화관 영화 관람 시asd 대중교통수단 승하차장asd 지하철역, 기차역, 공항 등 내?",이미 안전을 고려한 시설과 운송수단을 이용하여 여러분은 편안하게 활동하고 즐길 수 있습니다.
971,975,우리가 마스크를 항상 준비해서 가지고 다녀야 하는 이유다.,마스크를 항상 준비하여 가지고 다니는 것은 우리의 고객을 위한 대접입니다.
972,976,"대중교통은 탑승할 때 반드시 마스크를 써야 하는데 대중교통이 아니더라도 전세버스, 통학 통근 목적의 버스 차량은 마스크 착용이 유지된다.",모든 버스 차량을 탑승할 때는 항상 마스크를 착용해야 합니다.
973,977,"의료기관이나 약국, 대형마트 속 약국 등에서도 마찬가지다.","의료기관, 약국 및 대형마트 내 약국 모두 마찬가지로 고객을 최우선으로 생각합니다."
974,978,"특히, 아파트 엘리베이터는 의무 착용이 아닌 권고를 하고 있지만 엘리베이터 중에서도 병원 등과 같은 마스크 의무 착용 시설 내 엘리베이터에서는 반드시 마스크를 써야 한다",마스크를 착용하는 것은 병원과 같은 시설 내 엘리베이터를 이용할 때는 의무입니다.
975,979,민족의 대명절 설날.,설날은 국민들에게 소중한 대명절입니다.
976,980,가족과 친지들이 모여 안부를 나눌 때 맛있는 음식이 빠질 수 없다.,가족과 친지들이 만날 때는 맛있는 음식이 필수입니다!
977,981,하지만 기름기가 많은 잔치 음식이 대부분.,"잔치 음식 중에는 기름기가 많은 것들도 많지만, 다양한 메뉴를 즐길 수 있어요."
978,982,"안 먹을 수는 없으니 이왕 먹는 음식, 도움 될 만한 식품은 없을까?","어떤 식품을 먹을 수밖에 없을 때, 고객님께 도움이 되는 음식을 추천해드릴까요?"
979,983,깨끗한 혈관 건강을 위해 도움이 되는 방법을 살펴보자!,고객님의 혈관 건강을 개선하는 데 도움이 되는 방법들을 함께 알아보겠습니다!
980,984,혈관 건강 키워드 1. 콜레스테롤혈관은 우리 몸 구석구석에 퍼져 있다.,혈관은 우리 몸 안에서 모든 곳에 퍼져 있는 중요한 부분입니다.
981,985,이러한 혈관을 따라 각 세포에 산소와 영양분을 전달하고 노폐물을 배출한다.,"혈관을 따라 세포들에 산소와 영양분을 전달하며, 동시에 노폐물을 배출합니다."
982,986,그런데 이 혈관이 좁아지거나 혈액이 끈적해져서 원활하게 통과할 수 없다면 어떻게 될까?,만약 해당 혈관이 좁아지거나 혈액이 끈적해져서 원활한 통과가 불가능하다면 어떤 영향을 받을까요?
983,987,"일단 각 세포에 제대로 산소와 영양분이 공급되지 않고, 노폐물은 걸러지지 않은 채 남겨질 것이다.","세포들이 올바른 산소와 영양분을 받지 못하며, 노폐물이 제대로 처리되지 않을 것입니다."
984,988,더불어 걸러지지 않은 노폐물은 혈관에 남아 점점 쌓이면서 결국 막히게 되고 이는 심혈관질환으로 연결될 수 있다.,"""As impurities are not filtered out, they gradually accumulate in the blood vessels, eventually leading to blockages and potential cardiovascular diseases."""
985,989,결과적으로는 피와 혈관이 깨끗해야 혈관질환의 위험이 낮아진다는 말.,혈관 질환 위험을 최소화하기 위해서는 피와 혈관을 깨끗하게 유지해야 합니다.
986,990,이를 위해서는 혈액 속에 중성지방이나 콜레스테롤이 높아지지 않도록 관리해야 한다.,중성지방이나 콜레스테롤이 증가하지 않도록 혈액 관리를 잘 해야 합니다.
987,993,이미 먹어버린 것을 뱉어낼 수 없다면 피를 맑게 하고 혈관을 깨끗하게 해주는 음식들과 생활 습관이 도움 될 수 있다.,"고객분들께 도움이 될 수 있는 음식들과 생활 습관은, 이미 먹은 것을 없애기는 어려울지라도 혈액을 깨끗하게 하고 혈관을 건강하게 유지할 수 있습니다."
988,994,"식재료 중에는 우리 주변에서 쉽게 볼 수 있는 양파와 마늘, 견과류, 사과, 토마토, 등푸른 생선 등이 도움되는데, 이 중에서 양파와 등푸른생선, 견과류는 가급적 꼭 챙겨 먹자.","쉽게 얻을 수 있는 양파, 등푸른 생선, 그리고 견과류를 꼭 섭취해보세요!"
989,995,양파에는 쿼세틴이라는 성분이 있어 혈전 생성을 막고 혈액을 깨끗하게 만드는 것은 물론 혈관 탄력을 좋게 만들어 콜레스테롤 관리에 탁월하다.,양파에는 쿼세틴이라는 성분이 있어 혈전 생성을 방지하고 혈액을 정화하여 혈관 탄력을 좋게 만들어 콜레스테롤 관리에 매우 효과적입니다.
990,996,오메가3가 풍부한 등푸른생선과 견과류는 혈관 내 쌓인 노폐물을 몸 밖으로 배출해준다.,등푸른 생선과 견과류는 많은 오메가3 함유량으로 인해 혈관 내 노폐물을 몸에서 효과적으로 배출해줍니다.
991,997,"특히 호두, 아몬드, 밤, 피스타치오 등의 견과류에는 해로운 콜레스테롤 배출을 돕는 불포화지방이 다량 함유되어 있어 도움 된다.",견과류에는 해로운 콜레스테롤 배출을 돕는 불포화지방이 많이 포함되어 있어 고객님들에게 도움이 된다.
992,998,"단, 적정량 이상 먹으면 비만에 원인이 되니 주의하자.",그러나 너무 많이 섭취하면 비만이 될 수 있으므로 주의해야 합니다.
993,999,또 한 가지 깨끗한 혈관을 유지하려면 나쁜 콜레스테롤인 LDL 수치를 낮추는 것이 중요한데 이를 위해서는 동물성 지방 대신 식물성 지방을 섭취하는 것이 좋다.,식물성 지방을 먹는 것이 동물성 지방보다 LDL 수치를 낮추는데 도움이 되므로 혈관을 깨끗하게 유지하고 싶다면 식물성 지방을 선택하는 것이 좋습니다.
994,1000,"식물성지방도 공기 중에 오래 노출되거나 가열하면 해로운 지방으로 변성되니 식용유보다는 참기름, 들기름, 올리브유 등을 사용하자.","""고객님께서 식용유보다는 참기름, 들기름, 올리브유 등을 사용하시는 것이 좋으십니다. 이러한 식물성 지방들이 공기 중에 오래 노출되거나 가열될 때 해로운 지방으로 변화될 수 있습니다."""
995,1001,혈관 건강 키워드 3. 소금과 탄수화물심장을 튼튼하게 하고 혈액을 맑게 하기 위해서는 바른 식습관이 필수적.,바른 식습관은 소금과 탄수화물을 적절히 섭취하여 심장과 혈액을 건강하게 유지하는 필수입니다.
996,1002,당연히 규칙적으로 골고루 먹는 식습관이 중요한데 이때 포인트는 조금 싱겁게 먹는 것이다.,규칙적으로 다양한 식사를 즐기며 포인트는 약간 싱겁게 먹는 것입니다.
997,1003,"특히, 고혈압의 위험 요인인 소금 섭취를 최대한 줄이며 소금과 인의 함유량이 높은 가공식은 가급적 적게 먹는 것이 도움 된다.",고혈압 위험을 줄이려면 소금 섭취를 최소화하고 가공식품은 가능한 한 적게 먹는 것이 좋습니다.
998,1004,"그 외 비타민, 무기질, 식이섬유가 많은 채소와 과일, 해조류를 충분히 섭취하고 육류 외에도 생선, 알류 등도 골고루 섭취하는 것이 좋다.","충분한 비타민, 무기질, 식이섬유 함유량을 가진 채소 및 과일, 해조류를 충분히 먹고, 육류 이외에도 생선과 알류를 다양하게 먹으면 좋습니다."
999,1005,무심결에 우리가 혈관 건강을 위협하는 습관 중 하나는 라면에 밥을 말아 먹는 등 지나친 탄수화물 섭취다.,하루에 라면을 말아먹는 등 지나친 탄수화물 섭취는 혈관 건강에 위협이 될 수 있는 습관입니다.
1000,1006,탄수화물에는 포화지방이 많은데 이렇게 먹다 보면 기름진 고기를 먹지 않아도 혈액 속에 중성지방이 늘어나 혈액과 혈관 건강을 위협할 수 있다,"탄수화물 섭취 시 포화 지방 함량이 높을 수 있어, 기름진 고기를 먹지 않아도 중성 지방이 증가하여 혈액과 혈관 건강에 위협이 될 수 있습니다."
1001,1007,겨울에 추운 것이 당연하지만 올해만 유난히 추위를 많이 탄다면?,"만약 올해가 지나치게 추운 겨울이라면, 저희는 더욱 고객에게 친애를 다해 도움이 되고 싶습니다."
1002,1008,"더불어 조금만 움직여도 쉽게 피곤하고, 잘 먹지도 않는데 붓거나 살이 찐다면 갑상선기능저하증을 의심해 봐야 한다.","만약 조금만 움직여도 쉽게 피곤하고, 적게 먹어도 붓거나 살이 찐다면 갑상선기능저하증을 의심해 볼 수 있습니다."
1003,1009,갑상선호르몬이 부족할 때 발생할 수 있는 증상들이기 때문이다.,갑상선 호르몬이 부족하면 이러한 증상들이 나타날 수도 있습니다.
